primaryGenreName,coppaRisk,developerCountry_freq,countryCode_freq,userRatingCount_scaled,averageUserRating_scaled,primaryGenreName_freq,log_min_winsor_scaled,log_max_winsor_scaled,deviceType_GLOBAL,deviceType_connected-tv/ott,deviceType_smartphone,deviceType_tablet,deviceType_undetermined,terms_service_combined_has_link_low,terms_service_combined_no_link,isCorporateEmail_missing_scaled,isCorporateEmailScore_scaled,appAge_scaled,appDescriptionBrandSafetyRating_high,appDescriptionBrandSafetyRating_low,appDescriptionBrandSafetyRating_medium
Games,False,5107,5802,-0.058267712381255186,1.092680150588561,1785,-0.25290003858855353,-0.23158087708223932,True,False,False,False,False,False,True,2.275151301809717,-0.8070740992404029,1.929878091223606,False,True,False
Games,False,7,5802,-0.05829849832821975,0.578652103621506,1785,1.1818439843066986,1.0067921656195342,False,False,False,True,False,False,True,-0.4395312079704648,-0.7863749942547076,-1.2987437697640964,False,True,False
Games,False,5107,5802,-0.058341960841581476,1.606708197555616,1785,-0.9437819805380989,-1.0322768221170142,True,False,False,False,False,False,True,-0.4395312079704648,-0.7863749942547076,0.48625112060405423,False,True,False
Tools,False,5107,5802,-0.0580576435666735,0.578652103621506,306,0.6802319375807778,0.820361080894911,True,False,False,False,False,False,True,-0.4395312079704648,-0.7863749942547076,0.33712723956524954,False,True,False
Lifestyle,False,5107,5802,-0.058354637407978645,-0.9634320372796589,340,-0.25290003858855353,-0.23158087708223932,True,False,False,False,False,False,True,2.275151301809717,-0.8070740992404029,0.0011493386193273543,True,False,False
Entertainment,False,5107,5802,-0.05815181234562391,1.092680150588561,428,0.6802319375807778,0.820361080894911,True,False,False,False,False,False,True,-0.4395312079704648,-0.7863749942547076,0.0864913188731407,True,False,False
Beauty,False,42,5802,-0.058354637407978645,-0.9634320372796589,21,-0.7520584005117228,-0.41774608717965867,True,False,False,False,False,False,True,-0.4395312079704648,-0.7863749942547076,0.6183066056998964,False,True,False
Business,False,324,5802,-0.058354637407978645,-0.9634320372796589,423,-0.9437819805380989,-1.0322768221170142,True,False,False,False,False,False,True,-0.4395312079704648,1.262836399329126,0.9183510411339493,False,True,False
Health & Fitness,False,5107,5802,-0.05835101553186517,-0.449403990312604,211,-0.25290003858855353,-0.23158087708223932,True,False,False,False,False,False,True,2.275151301809717,-0.8070740992404029,2.1140371001528044,False,True,False
Games,True,5107,5802,-0.058354637407978645,-0.9634320372796589,1785,-0.9437819805380989,-1.4448535945823457,True,False,False,False,False,False,True,-0.4395312079704648,-0.7863749942547076,-0.8450837699540297,False,True,False
Lifestyle,False,5107,5,-0.05831660770878713,0.578652103621506,340,0.6802319375807778,0.820361080894911,True,False,False,False,False,False,True,-0.4395312079704648,-0.7863749942547076,-1.4424776311108711,False,True,False
Entertainment,True,95,5802,-0.05815362328368065,0.578652103621506,428,0.6802319375807778,0.820361080894911,True,False,False,False,False,False,True,-0.4395312079704648,1.262836399329126,0.0775079523604228,False,True,False
Games,False,2,41,-0.057155796414417634,0.578652103621506,1785,1.3978841554548083,1.439675832406779,False,False,False,True,False,True,False,-0.4395312079704648,1.262836399329126,0.09367801175991372,False,True,False
Education,False,5107,5802,-0.05808842951363806,1.092680150588561,499,-0.25290003858855353,-0.23158087708223932,True,False,False,False,False,False,True,-0.4395312079704648,-0.7863749942547076,-0.4093905027112468,False,True,False
Social,False,5107,5802,-0.058354637407978645,-0.9634320372796589,159,-0.9437819805380989,-0.848492991184399,True,False,False,False,False,False,True,-0.4395312079704648,-0.7863749942547076,-0.07161592867838176,False,True,False
Tools,False,47,5802,-0.05830030926627648,1.092680150588561,306,0.46421981341709084,0.38749677845950714,True,False,False,False,False,False,True,-0.4395312079704648,-0.7863749942547076,0.7144286255533704,False,True,False
Games,False,5107,5802,-0.058338338965467994,1.092680150588561,1785,-0.7520584005117228,-0.41774608717965867,True,False,False,False,False,False,True,-0.4395312079704648,-0.7863749942547076,-1.202621750099273,False,True,False
Games,False,5107,5802,-0.058354637407978645,-0.9634320372796589,1785,-0.25290003858855353,-0.23158087708223932,True,False,False,False,False,False,True,2.275151301809717,-0.8070740992404029,0.002047675162798682,False,True,False
Games,False,5107,5802,-0.058354637407978645,-0.9634320372796589,1785,-0.7520584005117228,-0.41774608717965867,True,False,False,False,False,False,True,-0.4395312079704648,-0.7863749942547076,-0.8019636115553873,False,True,False
Education,False,5107,5802,-0.058354637407978645,-0.9634320372796589,499,-0.25290003858855353,-0.23158087708223932,True,False,False,False,False,False,True,2.275151301809717,-0.8070740992404029,1.7142772992303938,False,True,False
Events,False,5107,5802,-0.058354637407978645,-0.9634320372796589,23,-0.9437819805380989,-1.4448535945823457,True,False,False,False,False,False,True,-0.4395312079704648,-0.7863749942547076,0.875230882735307,False,False,True
Social,False,5107,5802,-0.058354637407978645,-0.9634320372796589,159,-0.9437819805380989,-1.0322768221170142,True,False,False,False,False,False,True,-0.4395312079704648,-0.7863749942547076,-1.0130727202922405,False,True,False
Games,False,46,73,-0.05355021874345091,1.092680150588561,1785,1.3978841554548083,1.439675832406779,False,False,True,False,False,False,True,-0.4395312079704648,-0.7863749942547076,-1.3813907400371443,False,True,False
Education,False,324,5802,-0.05825322487680128,1.092680150588561,499,-0.25290003858855353,-0.23158087708223932,True,False,False,False,False,True,False,2.275151301809717,-0.8070740992404029,1.0216597541436976,False,True,False
Personalization,False,5107,5802,-0.05833471708935452,-0.449403990312604,164,0.6802319375807778,0.820361080894911,True,False,False,False,False,False,True,-0.4395312079704648,-0.7863749942547076,-1.045412839091222,False,True,False
Games,False,5107,5802,-0.0583292842751843,1.092680150588561,1785,-0.037167968420760006,0.20108989677870398,True,False,False,False,False,False,True,-0.4395312079704648,-0.7863749942547076,2.0502551982898094,False,True,False
Games,True,5107,5802,-0.05829849832821975,1.092680150588561,1785,-0.25290003858855353,-0.23158087708223932,True,False,False,False,False,False,True,2.275151301809717,-0.8070740992404029,2.135597179352126,False,True,False
News & Magazines,False,5107,5802,-0.058354637407978645,-0.9634320372796589,114,-0.9437819805380989,-0.848492991184399,True,False,False,False,False,False,True,-0.4395312079704648,-0.7863749942547076,-0.1057527208338073,False,True,False
Entertainment,False,47,5802,-0.058104727956148704,1.092680150588561,428,0.6802319375807778,0.820361080894911,True,False,False,False,False,False,True,-0.4395312079704648,-0.7863749942547076,1.1393418529269916,False,True,False
Education,True,5107,5802,-0.05831841864684387,1.606708197555616,499,-0.7520584005117228,-0.41774608717965867,True,False,False,False,False,False,True,-0.4395312079704648,1.262836399329126,-1.0651762452036004,False,True,False
Education,False,5107,5802,-0.058354637407978645,-0.9634320372796589,499,-0.25290003858855353,-0.23158087708223932,True,False,False,False,False,False,True,-0.4395312079704648,-0.7863749942547076,-0.42466222556726635,False,True,False
Entertainment,False,5107,5802,-0.058354637407978645,-0.9634320372796589,428,-0.9437819805380989,-0.848492991184399,True,False,False,False,False,False,True,-0.4395312079704648,1.262836399329126,0.4637927048612616,False,True,False
Personalization,False,5107,5802,-0.058341960841581476,1.606708197555616,164,-0.9437819805380989,-0.848492991184399,True,False,False,False,False,False,True,-0.4395312079704648,-0.7863749942547076,-0.8585588194536053,False,True,False
Lifestyle,False,5107,5802,-0.05833652802741126,0.064624056654451,340,-0.25290003858855353,-0.23158087708223932,True,False,False,False,False,True,False,-0.4395312079704648,1.262836399329126,1.4061478322100887,False,True,False
Shopping,False,5107,5802,-0.058354637407978645,-0.9634320372796589,268,-0.9437819805380989,-1.0322768221170142,True,False,False,False,False,False,True,-0.4395312079704648,-0.7863749942547076,0.27873535831058766,False,False,True
News & Magazines,False,3,5802,-0.058341960841581476,1.092680150588561,114,-0.037167968420760006,0.20108989677870398,True,False,False,False,False,False,True,-0.4395312079704648,-0.7863749942547076,0.03169278406186536,False,True,False
Games,False,5107,5802,-0.05818440923064521,0.064624056654451,1785,0.6802319375807778,0.820361080894911,True,False,False,False,False,False,True,-0.4395312079704648,-0.7863749942547076,-0.5100042058210797,False,True,False
Music & Audio,False,5107,5802,-0.058311174894616916,1.092680150588561,314,-0.25290003858855353,-0.23158087708223932,True,False,False,False,False,False,True,-0.4395312079704648,-0.7863749942547076,-0.3375235722265102,False,True,False
Games,False,5107,5802,-0.058354637407978645,-0.9634320372796589,1785,-0.25290003858855353,-0.23158087708223932,True,False,False,False,False,False,True,-0.4395312079704648,1.262836399329126,-1.1280598094451202,False,True,False
Games,False,86,2,-0.045650906939956756,1.092680150588561,1785,2.1155616182525234,2.058994941132649,True,False,False,False,False,True,False,-0.4395312079704648,1.262836399329126,0.07211793256059261,False,True,False
Health & Fitness,False,5107,5802,-0.05834377177963821,1.092680150588561,211,-0.037167968420760006,0.20108989677870398,True,False,False,False,False,True,False,-0.4395312079704648,1.262836399329126,-0.473172403765739,True,False,False
Personalization,False,5107,5802,-0.058354637407978645,-0.9634320372796589,164,-0.7520584005117228,-0.41774608717965867,True,False,False,False,False,False,True,-0.4395312079704648,-0.7863749942547076,-0.3626769978692178,False,True,False
Games,False,131,5802,-0.05666865407715493,1.092680150588561,1785,-0.25290003858855353,-0.23158087708223932,True,False,False,False,False,False,True,-0.4395312079704648,-0.7863749942547076,-0.2863183841281224,False,True,False
Shopping,False,5107,5802,-0.058354637407978645,-0.9634320372796589,268,-0.9437819805380989,-1.6078841727924236,True,False,False,False,False,False,True,-0.4395312079704648,-0.7863749942547076,-0.991512641092919,False,True,False
Entertainment,False,5107,41,-0.058338338965467994,1.092680150588561,428,-0.25290003858855353,-0.23158087708223932,False,False,True,False,False,True,False,2.275151301809717,-0.8070740992404029,1.142036862826907,False,True,False
Education,False,5107,5802,-0.058323851461014084,1.092680150588561,499,-0.25290003858855353,-0.23158087708223932,True,False,False,False,False,True,False,-0.4395312079704648,1.262836399329126,0.7198186453532008,False,False,True
Business,False,5107,5802,-0.057936310716872004,0.064624056654451,423,0.6802319375807778,0.820361080894911,True,False,False,False,False,False,True,-0.4395312079704648,1.262836399329126,0.3056854573097392,False,True,False
News & Magazines,False,5107,5802,-0.058354637407978645,-0.9634320372796589,114,-0.9437819805380989,-1.0322768221170142,True,False,False,False,False,False,True,-0.4395312079704648,1.262836399329126,0.15386656637101942,False,True,False
Utilities,False,5107,5802,-0.058354637407978645,-0.9634320372796589,190,-0.25290003858855353,-0.23158087708223932,True,False,False,False,False,False,True,2.275151301809717,-0.8070740992404029,0.7952789225508249,False,True,False
Shopping,False,5107,5802,-0.058354637407978645,-0.9634320372796589,268,-0.25290003858855353,-0.23158087708223932,True,False,False,False,False,False,True,2.275151301809717,-0.8070740992404029,-0.7139266214016586,False,True,False
Games,False,5107,5802,-0.058354637407978645,-0.9634320372796589,1785,-0.9437819805380989,-1.6078841727924236,True,False,False,False,False,False,True,-0.4395312079704648,-0.7863749942547076,-0.11114274063363767,False,True,False
Lifestyle,False,5107,5802,-0.054220265824444225,0.578652103621506,340,-0.25290003858855353,-0.23158087708223932,True,False,False,False,False,False,True,2.275151301809717,-0.8070740992404029,-0.7381817105008951,True,False,False
Food & Drink,False,5107,5802,-0.058354637407978645,-0.9634320372796589,279,-0.9437819805380989,-1.6078841727924236,True,False,False,False,False,False,True,-0.4395312079704648,-0.7863749942547076,-1.0957196906461386,False,True,False
Maps & Navigation,False,5107,5802,-0.058354637407978645,-0.9634320372796589,58,-0.7520584005117228,-0.41774608717965867,True,False,False,False,False,False,True,-0.4395312079704648,-0.7863749942547076,0.38653575430719367,False,True,False
Health & Fitness,False,5107,5802,-0.058354637407978645,-0.9634320372796589,211,-0.25290003858855353,-0.23158087708223932,True,False,False,False,False,False,True,2.275151301809717,-0.8070740992404029,-1.429900918235617,False,True,False
Business,False,5107,5802,-0.05834377177963821,1.606708197555616,423,-0.25290003858855353,-0.23158087708223932,True,False,False,False,False,False,True,-0.4395312079704648,-0.7863749942547076,-0.17941632467498772,False,True,False
Games,False,5107,5802,-0.058354637407978645,-0.9634320372796589,1785,-0.7520584005117228,-0.41774608717965867,True,False,False,False,False,False,True,-0.4395312079704648,1.262836399329126,-0.588159492918619,False,True,False
Communication,False,5107,5802,-0.058354637407978645,-0.9634320372796589,77,-0.7520584005117228,-0.41774608717965867,True,False,False,False,False,False,True,-0.4395312079704648,1.262836399329126,-0.27733501761540447,False,True,False
Games,True,150,64,-0.055620120942303224,0.578652103621506,1785,1.3978841554548083,1.439675832406779,False,False,True,False,False,False,True,-0.4395312079704648,-0.7863749942547076,-1.0445145025477507,False,True,False
Travel & Local,False,16,5802,-0.058354637407978645,-0.9634320372796589,159,-0.7520584005117228,-0.41774608717965867,True,False,False,False,False,False,True,-0.4395312079704648,1.262836399329126,1.730447358629885,False,True,False
Business,False,131,5802,-0.058354637407978645,-0.9634320372796589,423,-0.25290003858855353,-0.23158087708223932,True,False,False,False,False,True,False,2.275151301809717,-0.8070740992404029,0.5688980909579526,False,True,False
Entertainment,False,150,18,-0.05651472434233214,1.092680150588561,428,-0.25290003858855353,-0.23158087708223932,False,False,True,False,False,False,True,2.275151301809717,-0.8070740992404029,-0.09137933452125921,False,False,True
Social,False,5107,5802,-0.058354637407978645,-0.9634320372796589,159,-0.9437819805380989,-1.0322768221170142,True,False,False,False,False,False,True,-0.4395312079704648,1.262836399329126,-0.011427374336777065,False,True,False
Games,False,86,5802,-0.056322764908317835,1.092680150588561,1785,1.1818439843066986,1.0067921656195342,True,False,False,False,False,True,False,-0.4395312079704648,1.262836399329126,-0.8405920866976707,False,True,False
Games,False,52,5802,-0.058354637407978645,-0.9634320372796589,1785,-0.7520584005117228,-0.41774608717965867,True,False,False,False,False,False,True,-0.4395312079704648,-0.7863749942547076,-0.11653276043346786,False,True,False
Health & Fitness,False,30,5802,-0.057950798221325914,1.092680150588561,211,-0.037167968420760006,0.20108989677870398,True,False,False,False,False,False,True,-0.4395312079704648,1.262836399329126,-0.726503334357763,False,True,False
News & Magazines,False,5107,20,-0.058354637407978645,-0.9634320372796589,114,-0.037167968420760006,0.20108989677870398,False,True,False,False,False,True,False,-0.4395312079704648,1.262836399329126,0.028997774161950176,False,True,False
Shopping,False,5107,5802,-0.058354637407978645,-0.9634320372796589,268,-0.9437819805380989,-1.0322768221170142,True,False,False,False,False,False,True,-0.4395312079704648,1.262836399329126,-0.11563442362049552,False,True,False
Education,True,15,5802,-0.058354637407978645,-0.9634320372796589,499,-0.25290003858855353,-0.23158087708223932,True,False,False,False,False,False,True,-0.4395312079704648,-0.7863749942547076,-0.27104666127210275,False,True,False
Productivity,False,5107,5802,-0.05833290615129778,1.606708197555616,239,-0.9437819805380989,-1.0322768221170142,True,False,False,False,False,False,True,-0.4395312079704648,-0.7863749942547076,-0.10036270103397692,False,True,False
Games,False,5107,5802,-0.058354637407978645,-0.9634320372796589,1785,-0.25290003858855353,-0.23158087708223932,True,False,False,False,False,False,True,-0.4395312079704648,1.262836399329126,-0.9717492352500416,False,True,False
Beauty,False,5107,45,-0.0472445324298868,1.092680150588561,21,2.1155616182525234,2.058994941132649,True,False,False,False,False,False,True,-0.4395312079704648,-0.7863749942547076,0.425164229449477,False,True,False
Games,False,150,5802,-0.058354637407978645,-0.9634320372796589,1785,-0.7520584005117228,-0.41774608717965867,True,False,False,False,False,False,True,-0.4395312079704648,-0.7863749942547076,-0.7354867006009799,False,False,True
Games,False,5107,5802,-0.03270088889621841,1.092680150588561,1785,1.3978841554548083,1.439675832406779,False,False,False,True,False,True,False,-0.4395312079704648,1.262836399329126,-0.4300522453670966,False,True,False
Shopping,False,5107,5802,-0.05833109521324104,0.578652103621506,268,-0.25290003858855353,-0.23158087708223932,True,False,False,False,False,False,True,-0.4395312079704648,1.262836399329126,0.4916411404038846,False,True,False
Tools,False,5107,45,-0.05830755301850344,1.092680150588561,306,0.6802319375807778,0.820361080894911,False,False,True,False,False,False,True,-0.4395312079704648,-0.7863749942547076,-1.4478676509107014,False,True,False
Games,True,47,38,-0.05666503220104145,1.092680150588561,1785,1.3978841554548083,1.439675832406779,False,False,True,False,False,False,True,-0.4395312079704648,-0.7863749942547076,-1.1415348589446959,False,True,False
Food & Drink,False,5107,5802,-0.058354637407978645,-0.9634320372796589,279,-0.9437819805380989,-1.0322768221170142,True,False,False,False,False,True,False,-0.4395312079704648,1.262836399329126,-1.3095238093637571,False,True,False
Utilities,False,5107,5802,-0.058352826469921903,1.606708197555616,190,-0.25290003858855353,-0.23158087708223932,True,False,False,False,False,False,True,2.275151301809717,-0.8070740992404029,-0.11563442362049552,False,True,False
Lifestyle,False,2,5802,-0.056404257120871076,1.092680150588561,340,1.1818439843066986,1.0067921656195342,True,False,False,False,False,False,True,-0.4395312079704648,-0.7863749942547076,-0.7534534333569146,False,True,False
Books & Reference,False,5107,5802,-0.058352826469921903,-0.449403990312604,233,-0.25290003858855353,-0.23158087708223932,True,False,False,False,False,False,True,2.275151301809717,-0.8070740992404029,0.33712723956524954,False,True,False
Business,False,59,5802,-0.058354637407978645,-0.9634320372796589,423,-0.25290003858855353,-0.23158087708223932,True,False,False,False,False,False,True,-0.4395312079704648,1.262836399329126,-0.7884885620558115,False,True,False
Games,False,5107,5802,-0.058354637407978645,-0.9634320372796589,1785,-0.9437819805380989,-0.848492991184399,True,False,False,False,False,False,True,-0.4395312079704648,1.262836399329126,0.02630276426203499,False,True,False
Entertainment,False,5107,5802,-0.058354637407978645,-0.9634320372796589,428,-0.9437819805380989,-1.6078841727924236,True,False,False,False,False,False,True,-0.4395312079704648,-0.7863749942547076,0.24819191286804965,False,False,True
Tools,False,30,5802,-0.058354637407978645,-0.9634320372796589,306,-0.9437819805380989,-1.0322768221170142,True,False,False,False,False,False,True,-0.4395312079704648,-0.7863749942547076,-1.0984147005460536,False,True,False
Sports,False,5107,5802,-0.05835101553186517,-0.449403990312604,54,-0.25290003858855353,-0.23158087708223932,True,False,False,False,False,False,True,-0.4395312079704648,1.262836399329126,0.06852458611720609,False,True,False
Games,True,6,18,0.007780820424118193,1.092680150588561,1785,2.1155616182525234,2.058994941132649,True,False,False,False,False,False,True,-0.4395312079704648,-0.7863749942547076,0.11164474451584833,False,True,False
Lifestyle,False,5107,5802,-0.058354637407978645,-0.9634320372796589,340,-0.9437819805380989,-1.0322768221170142,True,False,False,False,False,False,True,-0.4395312079704648,-0.7863749942547076,0.3856374177637221,False,True,False
Education,True,5107,5802,-0.058354637407978645,-0.9634320372796589,499,-0.9437819805380989,-1.4448535945823457,True,False,False,False,False,False,True,-0.4395312079704648,-0.7863749942547076,-0.6402630175604783,False,True,False
Business,False,324,5802,-0.05819165298287216,1.092680150588561,423,0.6802319375807778,0.820361080894911,True,False,False,False,False,False,True,-0.4395312079704648,1.262836399329126,1.2174971392160283,False,True,False
Business,False,5107,5802,-0.058354637407978645,-0.9634320372796589,423,-0.25290003858855353,-0.23158087708223932,True,False,False,False,False,False,True,-0.4395312079704648,1.262836399329126,0.2517852593114362,True,False,False
Tools,False,3,5802,-0.058354637407978645,-0.9634320372796589,306,-0.9437819805380989,-0.848492991184399,True,False,False,False,False,False,True,-0.4395312079704648,1.262836399329126,-0.1336011563764301,False,True,False
Finance,False,5107,5802,-0.058229682682063674,1.092680150588561,172,-0.037167968420760006,0.20108989677870398,True,False,False,False,False,False,True,-0.4395312079704648,1.262836399329126,-0.4920374730651451,False,True,False
Games,True,5107,5802,-0.05831841864684387,0.578652103621506,1785,-0.037167968420760006,0.20108989677870398,True,False,False,False,False,False,True,-0.4395312079704648,-0.7863749942547076,1.4357929411091552,False,True,False
Photo & Video,False,150,5802,-0.05833652802741126,0.578652103621506,99,-0.25290003858855353,-0.23158087708223932,True,False,False,False,False,False,True,-0.4395312079704648,-0.7863749942547076,2.4554050217070604,False,True,False
Food & Drink,False,20,5802,-0.058354637407978645,-0.9634320372796589,279,-0.25290003858855353,-0.23158087708223932,True,False,False,False,False,False,True,-0.4395312079704648,1.262836399329126,-0.5630060670064103,False,True,False
Books & Reference,False,95,5802,-0.058354637407978645,-0.9634320372796589,233,-0.9437819805380989,-1.0322768221170142,True,False,False,False,False,False,True,-0.4395312079704648,1.262836399329126,0.6299849818430286,False,True,False
Education,True,5107,5802,-0.058354637407978645,-0.9634320372796589,499,0.6802319375807778,0.820361080894911,True,False,False,False,False,False,True,-0.4395312079704648,1.262836399329126,0.07481294246050779,False,True,False
Productivity,False,5107,5802,-0.058354637407978645,-0.9634320372796589,239,-0.9437819805380989,-1.6078841727924236,True,False,False,False,False,False,True,-0.4395312079704648,1.262836399329126,-0.2800300275153197,False,True,False
Productivity,False,5107,5802,-0.058354637407978645,-0.9634320372796589,239,-0.9437819805380989,-1.4448535945823457,True,False,False,False,False,False,True,-0.4395312079704648,1.262836399329126,-0.4111871760676906,False,True,False
Art & Design,False,5107,5802,-0.058354637407978645,-0.9634320372796589,42,-0.9437819805380989,-0.848492991184399,True,False,False,False,False,False,True,-0.4395312079704648,-0.7863749942547076,-0.4345439286234556,False,True,False
Maps & Navigation,False,1,5802,-0.05817716547841825,1.092680150588561,58,0.6802319375807778,0.820361080894911,True,False,False,False,False,False,True,-0.4395312079704648,-0.7863749942547076,0.43145258606227976,False,True,False
Games,False,59,4,0.1684291354374071,0.578652103621506,1785,2.833241605680064,2.6783144855846643,True,False,False,False,False,True,False,-0.4395312079704648,1.262836399329126,-0.034784126623041034,True,False,False
Business,False,324,5802,-0.05449915028518198,1.092680150588561,423,-0.25290003858855353,-0.23158087708223932,True,False,False,False,False,True,False,-0.4395312079704648,1.262836399329126,0.5724914374013391,False,True,False
Entertainment,False,5107,5802,-0.058341960841581476,1.606708197555616,428,-0.7520584005117228,-0.41774608717965867,True,False,False,False,False,False,True,-0.4395312079704648,-0.7863749942547076,-0.7857935521558963,False,True,False
Productivity,False,5107,5802,-0.058354637407978645,-0.9634320372796589,239,-0.25290003858855353,-0.23158087708223932,True,False,False,False,False,True,False,-0.4395312079704648,1.262836399329126,0.5653047442450648,False,True,False
Music & Audio,False,5107,5802,-0.058354637407978645,-0.9634320372796589,314,-0.25290003858855353,-0.23158087708223932,True,False,False,False,False,True,False,-0.4395312079704648,-0.7863749942547076,-0.47496907712218284,False,False,True
Books & Reference,False,5107,5802,-0.058354637407978645,-0.9634320372796589,233,-0.7520584005117228,-0.41774608717965867,True,False,False,False,False,False,True,-0.4395312079704648,-0.7863749942547076,-0.23151984931684705,False,True,False
Utilities,False,5107,5802,-0.058347393655751686,1.092680150588561,190,-0.25290003858855353,-0.23158087708223932,True,False,False,False,False,False,True,2.275151301809717,-0.8070740992404029,-0.5225809185076831,True,False,False
Productivity,False,5107,5802,-0.058354637407978645,-0.9634320372796589,239,-0.9437819805380989,-1.6078841727924236,True,False,False,False,False,False,True,-0.4395312079704648,1.262836399329126,-1.0705662650034307,False,True,False
Tools,False,5107,5802,-0.058340149903524735,1.092680150588561,306,-0.25290003858855353,-0.23158087708223932,True,False,False,False,False,False,True,-0.4395312079704648,-0.7863749942547076,-0.3860337504249828,False,True,False
Books & Reference,False,5107,5802,-0.058354637407978645,-0.9634320372796589,233,-0.9437819805380989,-1.6078841727924236,True,False,False,False,False,False,True,-0.4395312079704648,-0.7863749942547076,-1.1657899480439324,False,True,False
Finance,False,131,5802,-0.058354637407978645,-0.9634320372796589,172,-0.9437819805380989,-1.0322768221170142,True,False,False,False,False,False,True,-0.4395312079704648,-0.7863749942547076,0.41618086320626013,False,True,False
Games,False,5107,5802,-0.05602033825284248,0.578652103621506,1785,1.8995186419894767,1.6261093377951967,False,False,True,False,False,False,True,-0.4395312079704648,-0.7863749942547076,0.35150062560829676,False,False,True
Entertainment,False,5107,5802,-0.05811921546060261,1.092680150588561,428,0.46421981341709084,0.38749677845950714,True,False,False,False,False,False,True,-0.4395312079704648,-0.7863749942547076,0.23651353645541656,False,True,False
Books & Reference,False,5107,5802,-0.05831298583267366,1.092680150588561,233,-0.25290003858855353,-0.23158087708223932,True,False,False,False,False,False,True,-0.4395312079704648,-0.7863749942547076,1.776262526928442,False,True,False
Business,False,52,5802,-0.058354637407978645,-0.9634320372796589,423,-0.9437819805380989,-1.0322768221170142,True,False,False,False,False,False,True,-0.4395312079704648,1.262836399329126,-0.8873055918092007,False,True,False
Education,False,5107,5802,-0.058354637407978645,-0.9634320372796589,499,-0.9437819805380989,-1.4448535945823457,True,False,False,False,False,False,True,-0.4395312079704648,-0.7863749942547076,-0.6420596909169219,False,True,False
Games,False,5107,38,-0.01442852390372506,1.092680150588561,1785,2.1155616182525234,2.058994941132649,True,False,False,False,False,False,True,-0.4395312079704648,1.262836399329126,-1.4415792944595993,False,False,True
Music & Audio,False,5107,5802,-0.058354637407978645,-0.9634320372796589,314,-0.7520584005117228,-0.41774608717965867,True,False,False,False,False,False,True,-0.4395312079704648,-0.7863749942547076,0.6012382097569341,False,False,True
Education,False,5107,5802,-0.03683526047975283,1.092680150588561,499,2.1155616182525234,2.058994941132649,False,False,False,True,False,False,True,-0.4395312079704648,-0.7863749942547076,0.28143036821050266,False,True,False
